fingerprint,record_count,source_type,source_id,attachment_id,usage_type,source_filename,classification
d8518698c4d38f68,2,variant,10506,10511,variant_image,2025/05/WhatsApp-Image-2025-05-10-at-14.55.20.jpeg,SHARED
439c780aec0fd350,2,product,10559,10560,product_featured,2025/05/IMG_1778.jpeg,SHARED
439c780aec0fd350,2,page,629,10560,page_image,2025/05/IMG_1778.jpeg,SHARED
6ce7adbe31bf336d,2,product,13317,14511,product_featured,2025/08/WhatsApp-Image-2025-09-15-at-13.23.14.jpeg,SHARED
6ce7adbe31bf336d,2,product,23957,14511,product_featured,2025/08/WhatsApp-Image-2025-09-15-at-13.23.14.jpeg,SHARED
48e8e08bd4f9c21e,2,product,13321,13322,product_featured,2025/08/WhatsApp-Image-2025-08-04-at-22.48.58.jpeg,SHARED
48e8e08bd4f9c21e,2,product,13321,13322,product_featured,2025/08/WhatsApp-Image-2025-08-04-at-22.48.58.jpeg,SHARED
f76856d84c57bd59,2,product,13895,13897,product_featured,2025/08/1733748427.webp,SHARED
f76856d84c57bd59,2,product,13895,13897,product_featured,2025/08/1733748427.webp,SHARED
e6f91fb9f3370ebf,2,product,13903,13905,product_featured,2025/08/main-product-266-1725059746055.webp,SHARED
e6f91fb9f3370ebf,2,product,13903,13905,product_featured,2025/08/main-product-266-1725059746055.webp,SHARED
8c38ed45722a6e1e,2,product,13917,13922,product_featured,2025/08/WhatsApp-Image-2025-08-26-at-22.28.04.jpeg,SHARED
8c38ed45722a6e1e,2,product,13917,13922,product_featured,2025/08/WhatsApp-Image-2025-08-26-at-22.28.04.jpeg,SHARED
7c1de85840e01d50,2,product,13917,13925,product_gallery,2025/08/WhatsApp-Image-2025-08-26-at-22.20.01.jpeg,SHARED
7c1de85840e01d50,2,variant,13918,13925,variant_image,2025/08/WhatsApp-Image-2025-08-26-at-22.20.01.jpeg,SHARED
c4ec57bff5943542,2,product,13917,13928,product_gallery,2025/08/WhatsApp-Image-2025-08-26-at-22.20.00-1.jpeg,SHARED
c4ec57bff5943542,2,variant,13919,13928,variant_image,2025/08/WhatsApp-Image-2025-08-26-at-22.20.00-1.jpeg,SHARED
84492578f55a8ba9,3,product,14352,14354,product_featured,2025/09/skin1004-toner-210ml-tone-brightening-boosting-toner-38642937135350_1440x.webp,SHARED
84492578f55a8ba9,3,page,629,14354,page_image,2025/09/skin1004-toner-210ml-tone-brightening-boosting-toner-38642937135350_1440x.webp,SHARED
84492578f55a8ba9,3,page,629,14354,page_image,2025/09/skin1004-toner-210ml-tone-brightening-boosting-toner-38642937135350_1440x.webp,SHARED
9afd7cdf4ef2059d,3,product,14352,14353,product_gallery,2025/09/skin1004-toner-210ml-madagascar-centella-tone-brightening-boosting-toner-36440310350070_1440x.webp,SHARED
9afd7cdf4ef2059d,3,page,629,14353,page_image,2025/09/skin1004-toner-210ml-madagascar-centella-tone-brightening-boosting-toner-36440310350070_1440x.webp,SHARED
9afd7cdf4ef2059d,3,page,629,14353,page_image,2025/09/skin1004-toner-210ml-madagascar-centella-tone-brightening-boosting-toner-36440310350070_1440x.webp,SHARED
ad4026c18d7e1888,2,product,15249,15252,product_featured,2025/10/WhatsApp-Image-2025-10-22-at-14.22.40.jpeg,SHARED
ad4026c18d7e1888,2,product,15249,15252,product_featured,2025/10/WhatsApp-Image-2025-10-22-at-14.22.40.jpeg,SHARED
9f6554500377fe1b,2,product,15253,15254,product_featured,2025/10/WhatsApp-Image-2025-10-22-at-14.31.16-3.jpeg,SHARED
9f6554500377fe1b,2,product,15253,15254,product_featured,2025/10/WhatsApp-Image-2025-10-22-at-14.31.16-3.jpeg,SHARED
fadd98621d384499,3,product,15467,15474,product_featured,2025/10/AdobeExpress-file-2025-09-22T145945.146.webp,SHARED
fadd98621d384499,3,product,15467,15474,product_featured,2025/10/AdobeExpress-file-2025-09-22T145945.146.webp,SHARED
fadd98621d384499,3,variant,15468,15474,variant_image,2025/10/AdobeExpress-file-2025-09-22T145945.146.webp,SHARED
dce2de257406e603,2,product,15467,15477,product_gallery,2025/10/AdobeExpress-file-2025-09-22T153948.869.webp,SHARED
dce2de257406e603,2,variant,15469,15477,variant_image,2025/10/AdobeExpress-file-2025-09-22T153948.869.webp,SHARED
9592ede13423f7a5,2,product,15467,15471,product_gallery,2025/10/AdobeExpress-file-2025-09-22T154737.569.webp,SHARED
